Superkingdom,Phylum,Class,Order,Family,Genus,Species_group,Species
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes,Alistipes ihumii
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Anaerotruncus,Anaerotruncus rubiinfantis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcaceae,Peptococcaceae,Peptococcaceae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gorbachella,Gorbachella,Gorbachella
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella,Allisonella histaminiformans
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiales,Monoglobus,Monoglobus,Monoglobus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Ihubacter,Ihubacter,Ihubacter
Bacteria <bacteria>,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus,Acidaminococcus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Saccharofermentans,Saccharofermentans,Saccharofermentans
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriales,Lawsonella,Lawsonella,Lawsonella clevelandensis
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,Bacteroides cutis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter,Mediterraneibacter butyricigenes
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia,Providencia rettgeri/stuartii
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium polyendosporum
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,Murimonas,Murimonas intestini
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio,Butyrivibrio
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,Anaerofustis,Anaerofustis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus acidophilus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Caecibacterium,Caecibacterium,Caecibacterium sporoformans
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella,Allisonella
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus,Anaerococcus provencensis
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus,Anaeroglobus geminatus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae/Clostridiaceae,Eubacteriaceae/Clostridiaceae,Eubacteriaceae/Clostridiaceae,Eubacteriaceae/Clostridiaceae
Bacteria <bacteria>,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,Pseudoleptotrichia,Pseudoleptotrichia
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter/Blautia,Mediterraneibacter/Blautia,Mediterraneibacter/Blautia
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Micrococcales,Dermabacteraceae,Dermabacter,Dermabacter,Dermabacter hominis/jinjuensis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus mucosae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium,Lachnoclostridium edouardi
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus,Lysinibacillus fusiformis/sphaericus
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus malodoratus
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,Bacteroides faecis/finegoldii
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster,Enterocloster lavalensis
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas,Turicimonas,Turicimonas muris
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Massilicoli,Massilicoli,Massilicoli timonensis
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia,Delftia
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella,Klebsiella aerogenes/granulomatis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Extibacter,Extibacter,Extibacter
Bacteria <bacteria>,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella,Mitsuokella multacida
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium baratii
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella salivae
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus durans/hirae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas,Stenotrophomonas
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,Enterobacter roggenkampii
Bacteria <bacteria>,Synergistetes,Synergistia,Synergistales,Synergistaceae,Rarimicrobium,Rarimicrobium,Rarimicrobium
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus,Lysinibacillus
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Libanicoccus,Libanicoccus,Libanicoccus
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus <enterobacteria>,Proteus <enterobacteria>,Proteus <enterobacteria>
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella,Sutterella stercoricanis
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus,Peptoniphilus pacaensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,Lacrimispora,Lacrimispora amygdalina
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter,Cronobacter sakazakii
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus,Paenibacillus wynnii
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium pyruviciproducens
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus agilis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Beduini,Beduini,Beduini
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium ventriculi
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella brunnea
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Intestinibacillus,Intestinibacillus,Intestinibacillus
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,Coprobacillus,Coprobacillus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes,Anaerostipes butyraticus
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc,Leuconostoc garlicum/lactis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Beduinibacterium,Beduinibacterium,Beduinibacterium
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,Lacrimispora,Lacrimispora saccharolytica
Bacteria <bacteria>,Cyanobacteria/Proteobacteria,Betaproteobacteria,Nostocales/Burkholderiales,Burkholderiaceae/Symphyonemataceae,Paraburkholderia/Loriellopsis,Paraburkholderia/Loriellopsis,Candidatus Paraburkholderia calva/Loriellopsis cavernicola
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas,Butyricimonas faecihominis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus antri
Bacteria <bacteria>,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,Pyramidobacter,Pyramidobacter piscolens
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus,Peptoniphilus coxii
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Planococcaceae,Bhargavaea,Bhargavaea,Bhargavaea ginsengi
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus,Lactococcus piscium
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum,Lachnoanaerobaculum saburreum
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Eubacteriaceae,Lachnospiraceae/Eubacteriaceae,Lachnospiraceae/Eubacteriaceae,Lachnospiraceae/Eubacteriaceae
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella,Veillonella denticariosi
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus frumenti
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella,Eisenbergiella
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillales,Gemella,Gemella,Gemella
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus,Streptococcus lactarius/peroris
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium,Oribacterium sinus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Christensenella,Christensenella timonensis
Bacteria <bacteria>,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio,Desulfovibrio fairfieldensis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella,Collinsella tanakaei
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiales,Clostridiales,Clostridiales,[Bacteroides] pectinophilus
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter,Oxalobacter formigenes
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,Shuttleworthia,Shuttleworthia satelles
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia,Adlercreutzia muris
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella pectinovora
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella,Klebsiella quasipneumoniae/quasivariicola
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium,Solobacterium moorei
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium,Bifidobacterium gallinarum/saeculare
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium amylolyticum/polynesiense
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,Parabacteroides gordonii
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus harbinensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas,Pseudomonas japonica
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus,Anaerococcus urinomassiliensis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter,Gordonibacter urolithinfaciens
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,Paramuribaculum,Paramuribaculum
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium,Lachnoclostridium phytofermentans
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae,Lachnospiraceae,[Eubacterium] rectale
Bacteria <bacteria>,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus,Cloacibacillus evryensis
Bacteria <bacteria>,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas,Megamonas
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas,Parvimonas micra
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus apis
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonellaceae,Veillonellaceae,Veillonellaceae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium nigeriense
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Angelakisella,Angelakisella,Angelakisella massiliensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens group,Pseudomonas costantinii/simiae
Bacteria <bacteria>,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio,Desulfovibrio desulfuricans
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus kimbladii
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Niameybacter,Niameybacter,Niameybacter massiliensis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus kalixensis
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus,Paenibacillus glucanolyticus
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella oris
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Candidatus Soleaferrea,Candidatus Soleaferrea,Candidatus Soleaferrea massiliensis
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter/Kluyvera,Citrobacter freundii complex,Kluyvera georgiana
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,Longibaculum,Longibaculum
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides/Phocaeicola,Bacteroides/Phocaeicola,Bacteroides/Phocaeicola
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia,Slackia
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Eubacteriaceae,Eubacterium/Butyrivibrio,Eubacterium/Butyrivibrio,Eubacterium/Butyrivibrio
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces,Actinomyces graevenitzii
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium variabile
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroidaceae,Bacteroidaceae,Bacteroidaceae
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus,Cytobacillus horneckiae/purgationiresistens
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bariatricus,Bariatricus,Bariatricus massiliensis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia,Schaalia turicensis
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,Parabacteroides timonensis
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacterium,Amedibacterium,Amedibacterium
Bacteria <bacteria>,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium,Fusobacterium nucleatum/simiae
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella,Lancefieldella rimae
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas,Porphyromonas bennonis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus dextrinicus
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium aurimucosum
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium simulans/striatum
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,Peptococcus,Peptococcus niger
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Eubacteriaceae,Eubacterium/Mediterraneibacter,Eubacterium/Mediterraneibacter,Eubacterium/Mediterraneibacter
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella,Sutterella faecalis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella,Collinsella
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus pallens
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania,Holdemania
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus,Anaerococcus prevotii
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium,Arcanobacterium
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus parabuchneri
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus helveticus
Bacteria <bacteria>,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma,Dielma
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia,Providencia rettgeri
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcaceae,Streptococcaceae,Streptococcaceae
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia,Slackia piriformis
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus devriesei/pseudoavium
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus,Solibacillus
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caprobacter,Caprobacter,Caprobacter
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,Pseudescherichia,Pseudescherichia vulneris
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Rubneribacter,Rubneribacter,Rubneribacter badeniensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Angelakisella,Angelakisella,Angelakisella
Bacteria <bacteria>,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter,Campylobacter curvus
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Negativicoccus,Negativicoccus,Negativicoccus succinicivorans
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Clostridiaceae,Clostridium/Lacrimispora,Clostridium/Lacrimispora,Lacrimispora amygdalina/Clostridium indicum
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,Stomatobaculum,Stomatobaculum longum
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Mordavella,Mordavella,Mordavella
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter,Raoultibacter,Raoultibacter massiliensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,Pseudoflavonifractor,Pseudoflavonifractor
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces,Actinomyces naeslundii
Bacteria <bacteria>,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter,Achromobacter
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum,Varibaculum cambriense
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides,Clostridioides
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus,Cytobacillus kochii/solani
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,Stomatobaculum,Stomatobaculum
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillospiraceae,Oscillospiraceae,Oscillospiraceae
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor,Flavonifractor
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus,Enterococcus diestrammenae
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus,Streptococcus sobrinus
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus,Lactobacillus caviae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia,Providencia
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus,Cytobacillus firmus
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus,Anaerococcus marasmi
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella denticola
Bacteria <bacteria>,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Urinicoccus,Urinicoccus,Urinicoccus massiliensis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Christensenella,Christensenella
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella,Prevotella pallens
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium,Oribacterium
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiellaceae,Barnesiellaceae,Barnesiellaceae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter/Kluyvera,Enterobacter/Kluyvera,Kluyvera ascorbata
Bacteria <bacteria>,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,Facklamia,Facklamia hominis
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Negativicoccus,Negativicoccus,Negativicoccus
Bacteria <bacteria>,Firmicutes,Bacilli,Bacillales,Bacillales,Gemella,Gemella,Gemella morbillorum
Bacteria <bacteria>,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,Bacteroides rodentium
